id,name_fi,name_en,street_address_fi,address_zip,municipality,provider_type,latitude,longitude,www_fi,phone
40959,Leikkipaikka Tapuli / Lähiliikuntapaikka,,Moisiontie 18,00730,,SELF_PRODUCED,60.273468,25.026438,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot,+358 9 310 22111
40961,Töölön kisahalli / Pöytätennispöydät,Töölö Sports hall / Table tennis areas,Paavo Nurmen kuja 1 D,00250,,SELF_PRODUCED,60.183525,24.925259,,+358 9 310 87830
40963,Koirakoulutusalue (HPH Ry),,Paukkulantie ,00940,,OTHER_PRODUCTION_METHOD,60.233517,25.054958,http://www.hphry.fi,+358 40 729 2883
40964,ELIXIA Hertsi / Kuntokeskus,,Insinöörinkatu 2,00880,,OTHER_PRODUCTION_METHOD,60.194283,25.034172,https://www.elixia.fi/liikuntakeskus/helsinki/elixia-hertsi/,+358 10 309 9214
40965,Köökarinkenttä / Hiekkakenttä,Köökari sports field / Sand field,Köökarinkuja 4,00840,,SELF_PRODUCED,60.177242,25.040798,,+358 9 310 71534
40966,HRMY Ry:n lentopallokenttä,,Keulakuvantie 18,00870,,OTHER_PRODUCTION_METHOD,60.159786,25.056974,https://hrmy.fi/index.php?p=19,+358 9 646 343
40967,Töölön kisahalli / Painisali,Töölö sports hall / Karate hall,Paavo Nurmen kuja 1 D,00250,,SELF_PRODUCED,60.182987,24.926447,,+358 9 310 87830
40968,Tapanilan nuorisotalo / Monitoimitila,,Erätie 3,00730,,OTHER_PRODUCTION_METHOD,60.265263,25.017242,https://nuorten.hel.fi/nuorisotalot/tapanilan-nuorisotalo/,+358 40 334 8102
40969,Kylänevan puisto / Hiekkakenttä,,Kylänevantie ,00320,,SELF_PRODUCED,60.21388,24.895832,https://www.hel.fi/fi/paatoksenteko-ja-hallinto/kaupungin-organisaatio/toimialat/kaupunkiympariston-toimiala,+358 9 310 22111
40970,Herttoniemen liikuntapuisto / Luistelukaukalo,Herttoniemi sports park / Skate rink,Siilitie 12,00800,,SELF_PRODUCED,60.208057,25.035206,,+358 9 310 71538
40971,Merisatama (Ehrenströmintie) / Venesatama,Meristama boat harbour (Ehrenströmintie),Ehrenströmintie 1a,00140,,SELF_PRODUCED,60.154793,24.952457,,
40975,Fit Haaga / Uima-allas,,Nuijamiestentie 10,00320,,OTHER_PRODUCTION_METHOD,60.21813,24.906752,https://www.haaga.ole.fit/palvelut/vesiliikunta,+358 46 920 4678
40976,Ruoholahden Palloiluhalli,,Kellosaarenkatu 3,00180,,OTHER_PRODUCTION_METHOD,60.162525,24.911678,http://www.palloiluhalli.com,+358 50 566 1202
40977,Husön Ratsastuskeskuksen iso kenttä,,Talosaarentie 283,00890,,OTHER_PRODUCTION_METHOD,60.241898,25.197067,http://huso.net/,+358 400 351 919
40979,Koivusaari / Venesatama (KoPu),,Vaskisalmenkuja 8,00200,,OTHER_PRODUCTION_METHOD,60.162613,24.85025,http://www.koivusaarenpursiseura.fi,
40981,Kaartin Jääkärirykmentin frisbeegolfrata,,Pistooliradanpolku ,00860,,OTHER_PRODUCTION_METHOD,60.151325,25.05497,,
40984,Ilomäentien juniorinurmi / Tekonurmikenttä (LPS),,Koulutanhua 1,00840,,OTHER_PRODUCTION_METHOD,60.179577,25.05849,http://www.ilomaentienjuniorinurmi.fi,+358 40 509 8758
40985,Pirttimäen ulkoilualue (Pirttimäki) / Keittokatos,,Kunnarlantie 110,02740,,SELF_PRODUCED,60.270008,24.648218,https://www.hel.fi/fi/kulttuuri-ja-vapaa-aika/ulkoilu-puistot-ja-luontokohteet/ulkoilualueet/pirttimaen-ulkoilualue,+358 9 310 28475
40987,ITCCA:n sali / Kamppailulajien sali,,"Sturenkatu 27 B (sisäpiha, 3. krs)",00510,,OTHER_PRODUCTION_METHOD,60.19368,24.956404,http://www.taiji.fi,
40988,Snellmanin ala-asteen koulu / Lähiliikuntapaikka,,Punavuorenkatu 8-10,00120,,SELF_PRODUCED,60.16107,24.938604,https://www.hel.fi/fi/kasvatus-ja-koulutus/snellmanin-ala-asteen-koulu,+358 9 310 86651
40991,Helsingin JudoSport / Kamppailusali,,Mekaanikonkatu 17,00880,,OTHER_PRODUCTION_METHOD,60.204426,25.048939,http://www.helsinginjudosport.fi,
40992,Kurkimäen liikuntapuisto / Yhden korin koripallokenttä,Kurkimäki sports park / Mini basketball court,Kurkisuontie 5,00940,,SELF_PRODUCED,60.233883,25.066694,,+358 9 310 64157
40993,Seurasaaren uimala,Seurasaari baths,Seurasaari ,00250,,SELF_PRODUCED,60.182514,24.879047,,+358 9 310 1060
40995,Juhannustien hiekkakenttä,,Juhannustie ,00750,,SELF_PRODUCED,60.286102,25.02394,https://www.hel.fi/kaupunkiymparisto/fi/,+358 9 310 1691
40997,"Jakomäen liikuntapuisto / Tekonurmikenttä (Kontu, Jakomäki Areena)",,Huokotie 5,00770,,OTHER_PRODUCTION_METHOD,60.260567,25.082672,https://www.fckontu.fi/seura/3285/kentat,+358 44 065 0940
40998,Staffansby lågstadieskola / Liikuntasali,,Laulurastaantie 20,00780,,SELF_PRODUCED,60.260357,25.001415,https://www.hel.fi/fi/kasvatus-ja-koulutus/staffansby-lagstadieskola,+358 9 310 82562
40999,Viikintie / Nurmikenttä,,Viikintie-viilarintie,00920,,SELF_PRODUCED,60.21835,25.044807,https://www.hel.fi/kaupunkiymparisto/fi/,+358 9 310 1691
41002,Bodybuilding Club ry / Kuntosali,,Pälkäneentie 19 A,00510,,OTHER_PRODUCTION_METHOD,60.19637,24.948948,http://bodybuildingclub.fi,+358 9 736 116
41004,Lady's Club Ogeli / Naisten kuntokeskus,,Kylänvanhimmantie 29 B,00640,,OTHER_PRODUCTION_METHOD,60.228664,24.963291,https://oulunkyla.ladysclub.fi/,+358 40 709 2255
41005,Suutarilan peruskoulu (Suutari) / Liikuntasali,,Vaskiniitynkuja 2,00740,,SELF_PRODUCED,60.27507,25.003265,https://www.hel.fi/fi/kasvatus-ja-koulutus/suutarilan-peruskoulu,+358 9 310 80767
41006,The English School / Liikuntasali,,Mäntytie 14,00270,,OTHER_PRODUCTION_METHOD,60.193695,24.895897,http://www.eschool.edu.hel.fi/,+358 10 321 7920
41007,Akseli Toivosen kenttä / Hiekkakenttä,Akseli Toivonen sports field / Sand field,"Sampsantie 17a (Metsolantie 18, Pellervontie 14a)",00610,,SELF_PRODUCED,60.214172,24.949045,https://palvelukartta.hel.fi/unit/41007,+358 9 310 71467
41008,Kivikon liikuntapuisto / Pyöräilyalue (BMX),,Savikiekontie 6,00940,,OTHER_PRODUCTION_METHOD,60.23921,25.056227,https://www.bmxhelsinki.net/,+358 50 307 4567
41011,Lauttasaaren liikuntapuisto / Tekonurmikenttä,Lauttasaari sports park / Artificial turf,Lahnalahdentie 4,00200,,SELF_PRODUCED,60.163097,24.866873,,+358 9 310 87334
41012,Tapaninvainion uimaranta / Ulkokuntoilupaikka,Tapaninvainio beach / Outdoor exercise,Jokipolku 6,00780,,SELF_PRODUCED,60.25699,24.97769,,
41013,Pukinmäenkaaren peruskoulu / Kuntosali,,Kenttäkuja 12,00720,,SELF_PRODUCED,60.25019,24.991535,https://www.hel.fi/fi/kasvatus-ja-koulutus/pukinmaenkaaren-peruskoulu,+358 9 310 80747
41014,Pukinmäenkaaren peruskoulu / Hiekkakenttä,,Kenttäkuja 12,00720,,SELF_PRODUCED,60.249634,24.989727,https://www.hel.fi/fi/kasvatus-ja-koulutus/pukinmaenkaaren-peruskoulu,+358 9 310 80747
41015,Pohjoisrannan venesatama (SMK/FMK),,Pohjoisranta 21,00170,,OTHER_PRODUCTION_METHOD,60.175186,24.962132,http://www.smkfmk.fi,
41020,Olympiastadion / Liikuntasali 3 / Auditorio,,"Paavo Nurmen tie 1 (-, 2. krs)",00250,,OTHER_PRODUCTION_METHOD,60.18741,24.92835,https://www.stadion.fi/tilat/liikuntasali-3,+358 50 343 1619
41022,Munkkiniemen frisbeegolfrata,,Nuottapolku 12,00330,,SELF_PRODUCED,60.20022,24.870073,,+358 9 310 1691
41023,Leikkipuisto Orava / Hiekkakenttä,,Karhutie 11,00800,,SELF_PRODUCED,60.197468,25.033873,https://www.hel.fi/helsinki/fi/kasvatus-ja-koulutus/leikki-ja-avoin-toiminta/leikkipuistot/leikkipuistot/leikkipuisto-herttoniemi/,+358 9 310 56499
41024,Laajasalon uimaranta / Lentopallokenttä,Laajasalo beach / Volleyball court,Reposalmentie ,00840,,SELF_PRODUCED,60.177593,25.062666,,+358 9 310 87879
41025,Lauttasaaren ala-asteen koulu / Lähiliikuntapaikka,,Myllykalliontie 3,00200,,SELF_PRODUCED,60.16103,24.869602,https://www.hel.fi/fi/kasvatus-ja-koulutus/lauttasaaren-ala-asteen-koulu,+358 9 310 82141
41026,Ala-Malmin liikuntapuisto / Koripallokenttä,Ala-Malmi sports park / Basket ball court,Lallintie 12,00700,,SELF_PRODUCED,60.24814,25.023518,,+358 9 310 20947
41027,Helsingin medialukio / Liikuntasali,,Moisiontie 3,00730,,SELF_PRODUCED,60.26977,25.03033,https://www.hel.fi/fi/kasvatus-ja-koulutus/helsingin-medialukio,
41028,Töölön pallokenttä / Pallokenttä 4 / Töölön kuplahalli,,Urheilukatu 3,00250,,OTHER_PRODUCTION_METHOD,60.18884,24.92449,https://hjk.asio.fi/onlinekalenteri/hjk2/guest.php?kt=tila%2C1260,
41029,Kannelmäen liikuntapuisto / Lentopallokenttä,Kannelmäki sports park / Volley ball court,Soittajanpolku 9,00420,,SELF_PRODUCED,60.24434,24.875736,,+358 9 310 52591
41031,Kivinokan uimaranta,Kivinokka beach,Kivinokan ulkoilupuisto ,00810,,SELF_PRODUCED,60.195038,25.006056,,
41032,Leikkipuisto Munkki / Koripallokenttä,,Perustie 38,00330,,SELF_PRODUCED,60.199944,24.871986,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-munkki,"+358 9 310 41761, +358 9 358 403 344 216"
41034,Pukinmäenkaaren peruskoulu / Lähiliikuntapaikka,,Kenttäkuja 12,00720,,SELF_PRODUCED,60.249504,24.9895,https://www.hel.fi/fi/kasvatus-ja-koulutus/pukinmaenkaaren-peruskoulu,+358 9 310 80747
41035,Talinpuisto / Hiekkakenttä,,Taiteentekijäntie ,00350,,SELF_PRODUCED,60.206833,24.861343,https://www.hel.fi/kaupunkiymparisto/fi/,+358 9 310 1691
41038,Johanneksenkenttä / Tekojääkenttä,Johanneksenkenttä / Artificial ice rink,Merimiehenkatu 2,00120,,SELF_PRODUCED,60.162323,24.944727,,+358 9 310 35625
41040,Humallahden venesatama (Humallahden Venekerho HVK),,Rajasaarenpenger 6,00250,,OTHER_PRODUCTION_METHOD,60.18173,24.90887,http://www.humallahdenvenekerho.fi,+358 400 272 191
41041,Kruununhaan yläasteen koulu / Liikuntasali,,Snellmaninkatu 18,00170,,SELF_PRODUCED,60.174923,24.952576,https://www.hel.fi/peruskoulut/fi/koulut/kruununhaan-yla-aste/,+358 9 310 86529
41043,Uimastadion / Beachvolleykenttä 1,Swimming Stadium / Beachvolley court 1,Hammarskjöldintie 5,00250,,SELF_PRODUCED,60.188522,24.932356,,+358 9 310 87854
41044,Helsingin melontakeskus / Liikuntasali,,Rajasaarenpenger 8,00250,,OTHER_PRODUCTION_METHOD,60.181038,24.908825,http://www.helsinginmelontakeskus.fi/,+358 9 436 2500
41045,"Grundskolan Norsen, Kronohagen-enheten / Liikuntasali",,Oikokatu 7,00170,,SELF_PRODUCED,60.174965,24.955385,https://www.hel.fi/peruskoulut/sv/skolor/grundskolan-norsen,+358 9 310 86564
41047,Uimastadion / Maauimala,Swimming Stadium / Outdoor swimming pool,Hammarskjöldintie 5,00250,,SELF_PRODUCED,60.18866,24.930887,https://www.hel.fi/fi/kulttuuri-ja-vapaa-aika/ulkoilu-puistot-ja-luontokohteet/uimarannat/maauimalat/uimastadion,+358 9 310 87854
41048,Kirjailijanpuisto / Luistelukenttä,,Valhallankatu-Mikael Lybeckinkatu,00250,,SELF_PRODUCED,60.186565,24.914156,https://www.hel.fi/kaupunkiymparisto/fi/,+358 9 310 1691
41049,Haaganpuisto / Frisbeegolfin harjoittelualue,,Kylänevankuja 3,00320,,SELF_PRODUCED,60.215305,24.889692,,+358 9 310 1691
41050,Santahaminan venesatama (Santahamina-seura ry),,Koulunjohtajantie ,00860,,OTHER_PRODUCTION_METHOD,60.156525,25.05194,http://www.santahamina.fi/?page_id=318,
41051,Urheiluhallit Kallio / Helsingin Urheilutalo / Liikuntahalli,,Helsinginkatu 25,00510,,SELF_PRODUCED,60.186893,24.947374,https://www.urheiluhallit.fi/hallit/kallio/,
41053,Katajanokan liikuntahalli / Yhden korin koripallokenttä,Katajanokka liikuntahalli / Basketball court,Merikasarminkatu 1,00160,,SELF_PRODUCED,60.166817,24.97051,,+358 9 310 87992
41054,Kontulan liikuntapuisto / Minikoripallokenttä,Kontula sports park / Mini basketball court,Tanhuantie 4a,00940,,SELF_PRODUCED,60.234383,25.094316,,+358 9 310 62268
41055,Pihlajamäen nuorisotalo / Monitoimisali,,Moreenitie 2,00710,,SELF_PRODUCED,60.235165,25.011187,https://nuorten.hel.fi/nuorisotalot/pihlajamaen-nuorisotalo/,+358 9 310 89082
41058,Kaarelankenttä / Hiekkakenttä 2,Kaarela sports field / Sand field 2,Kaarelan raitti 5,00430,,SELF_PRODUCED,60.247536,24.894304,,+358 9 310 71492
41062,Uimastadion / Kuntosali,Swimming Stadium / Gym,Hammarskjöldintie 5,00250,,SELF_PRODUCED,60.188988,24.930506,,+358 9 310 87854
41065,Pasilan peruskoulu / Hiekkakenttä,,Savonkatu 2,00520,,SELF_PRODUCED,60.19421,24.934849,https://www.hel.fi/peruskoulut/fi/koulut/pasilan-peruskoulu,+358 9 310 84449
41066,Meri-Rastilan venesatama,Meri-Rastila boat harbour,Märssykuja ,00980,,SELF_PRODUCED,60.20613,25.113478,,
41068,Mustikkamaan liikuntapuisto / Huoltorakennus,Mustikkamaa sports park / Service building,Mustikkamaantie 8,00570,,SELF_PRODUCED,60.180664,24.992105,https://liikunta.hel.fi/fi/paikat/tprek:41068,+358 9 310 71463
41069,Tanssikoulu BailaBaila / Tanssisali 2,,Eerikinkatu 27,00180,,OTHER_PRODUCTION_METHOD,60.16531,24.929417,http://www.bailabaila.fi,+358 41 533 7383
41070,Maunulan ala-asteen koulu / Liikuntasali,,Maunulanmäki 5 (ylärakennus),00630,,SELF_PRODUCED,60.22844,24.928452,https://www.hel.fi/fi/kasvatus-ja-koulutus/maunulan-ala-asteen-koulu,+358 9 310 82482
41072,Vaakkoi / Kalastuspaikka,,Kuikunläänintie 156,02980,,SELF_PRODUCED,60.337994,24.599653,https://www.hel.fi/fi/kulttuuri-ja-vapaa-aika/ulkoilu-puistot-ja-luontokohteet/ulkoilualueet/vaakkoin-ulkoilualue,
41073,Pitäjänmäen urheilukenttä / Tekonurmikenttä (kaukalo),Pitäjänmäki sports field / Artificial turf (rink),Turkismiehentie 7,00370,,SELF_PRODUCED,60.225117,24.861109,,+358 9 310 78819
41074,Ramsaynrannan venesatama (Ramsaynranta 4),Ramsaynranta boat harbour,Ramsaynranta 4,00330,,SELF_PRODUCED,60.194157,24.88479,,
41075,Latokartanon liikuntahalli / Palloilusali 2,Latokartano sports hall / Ball play hall 2,Agronominkatu 26,00790,,SELF_PRODUCED,60.231365,25.03753,,+358 9 310 87756
41077,Stadin ammattiopisto (Sturenkatu) / Kuntosali,,Sturenkatu 18-22,00510,,SELF_PRODUCED,60.1938,24.954248,https://stadinao.fi/,+358 9 310 89318
41078,Sirpalesaari / Venesatama (SPS Ry),,Sirpalesaari ,00150,,OTHER_PRODUCTION_METHOD,60.152737,24.943794,http://www.suomalainenpursiseura.fi,+358 50 342 2836
41080,Myllypuron liikuntapuisto / Lähiliikuntapaikka,Myllypuro sports park / Local exercise area,Pikajuoksijankuja 3,00920,,SELF_PRODUCED,60.218525,25.078321,,+358 9 310 87995
41083,Liikuntamylly / Voimailualue,Liikuntamylly / Weight training area,Jauhokuja 3,00920,,SELF_PRODUCED,60.225315,25.076515,,+358 9 310 87535
41084,Tapanilan urheilukeskus / Sirkustila,,"Erätie 3, rak. A1",00730,,OTHER_PRODUCTION_METHOD,60.265686,25.01915,http://www.tapanilanurheilu.fi,+358 458 570 877
41085,Pukinmäen liikuntapuisto / Tekonurmikenttä,Pukinmäki sports park / Artificial turf,Kenttätie 3,00720,,SELF_PRODUCED,60.248554,24.992466,,+358 9 310 87981
41086,Leikkipuisto Traktori / Tekonurmikenttä,,Markkinatie ,00700,,SELF_PRODUCED,60.25203,24.995941,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-traktori,+358 9 310 58617
41087,Kaunissaari retkisatama,,Kaunissaari,01120,,SELF_PRODUCED,60.173763,25.345507,http://www.hel.fi/liikunta,
41088,Ala-Malmin liikuntapuisto / Vapaaharjoittelualue,Ala-Malmi sports park / Free exercise area,Lallintie 12,00700,,SELF_PRODUCED,60.246677,25.02308,,+358 9 310 20947
41093,Konalan liikuntapuisto / Ulkokuntosali,Konala sports park / Outdoor exercise 1,Kolsarintie 13,00390,,SELF_PRODUCED,60.23707,24.851423,,+358 9 310 71447
41095,Studio Shamsina / Tanssisali,,"Hämeentie 105 C, 3. krs",00550,,OTHER_PRODUCTION_METHOD,60.199516,24.96324,http://www.studioshamsina.fi/,+358 41 466 2065
41096,Latokartanon liikuntapuisto / Luistelukenttä,Latokartano sports park / Skating rink,Agronominkatu 24,00790,,SELF_PRODUCED,60.231247,25.03501,,+358 9 310 87756
41097,Tapanilan Urheilukeskus / Helsingin Kiipeilykeskus,,Erätie 3,00730,,OTHER_PRODUCTION_METHOD,60.265278,25.016283,http://www.kiipeilykeskus.com,+358 50 554 2218
41098,Pirkkolan liikuntapuisto (Urheilukenttä) / Ulkokuntoilupaikka,Pirkkola sports park / Outdoor exercise (Sports field),Plotinrinne 12,00630,,SELF_PRODUCED,60.23348,24.911427,,+358 9 310 87927
41100,Aino Acktén puisto / Skeittipaikka,,Ohjaajantie 18,00400,,SELF_PRODUCED,60.225807,24.885695,https://www.hel.fi/fi/paatoksenteko-ja-hallinto/kaupungin-organisaatio/toimialat/kaupunkiympariston-toimiala,+358 9 310 1691
41101,Helsingin ranskalais-suomalainen koulu / Minikoripallokenttä,,Raumantie 4,00350,,OTHER_PRODUCTION_METHOD,60.207527,24.870087,http://www.hrsk.fi,+358 29 533 2500
41102,Yrjönkadun uimahalli,Yrjönkatu swimming hall,Yrjönkatu 21 b,00100,,SELF_PRODUCED,60.16835,24.93896,,+358 9 310 87401
41104,Luukin ulkoilualue / Kaitalammen uimapaikka 2,,Luukin ulkoilualue,02980,,SELF_PRODUCED,60.323265,24.663805,http://www.hel.fi/www/helsinki/fi/kulttuuri-ja-vapaa-aika/ulkoilu/mantereella-helsingissa-espoossa-ja-vihdissa/luukki,+358 9 310 28475
41106,Helsingin Suomalainen Yhteiskoulu (SYK) / Lähiliikuntapaikka (miniareena),,Isonnevantie 8,00320,,OTHER_PRODUCTION_METHOD,60.21253,24.890177,http://www.syk.fi,+358 9 477 4180
41107,Kuntosali Stella / Kuntosali,,Huopalahdentie 24,00350,,OTHER_PRODUCTION_METHOD,60.20837,24.878786,https://www.kuntosalistella.fi/,+358 44 569 8888
41108,Laajasalon peruskoulu (ala-aste) / Liikuntasali,,Holmanmoisionpolku 1,00840,,SELF_PRODUCED,60.17766,25.053394,https://www.hel.fi/fi/kasvatus-ja-koulutus/laajasalon-peruskoulu,+358 9 310 80786
41111,Tahvonlahden ala-asteen koulu / Liikuntasali,,Gunillantie 12,00870,,SELF_PRODUCED,60.16795,25.034899,https://www.hel.fi/fi/kasvatus-ja-koulutus/tahvonlahden-ala-asteen-koulu,+358 9 310 82650
41112,Talin liikuntapuisto / Vapaaharjoittelualue (nurmi),Tali sports park / Free practice area (grass),Purotie 8,00380,,SELF_PRODUCED,60.21319,24.865551,,+358 9 310 87703
41113,Asukastalo Kulkuri / Liikuntasali,,Rastilanpolku 1,00980,,OTHER_PRODUCTION_METHOD,60.2068,25.12434,http://www.asukastalokulkuri.info,+358 50 576 9114
41114,Porolahden peruskoulu (ala-aste) / Liikuntasali 1,,Roihuvuorentie 2,00820,,SELF_PRODUCED,60.19504,25.050993,https://www.hel.fi/fi/kasvatus-ja-koulutus/porolahden-peruskoulu,+358 9 310 80794
41115,Tuomarinkartanon ratsastuskeskus / Ratsastukenttä 2,,Kavaleffintie 3,00690,,OTHER_PRODUCTION_METHOD,60.256645,24.969938,http://www.tuomarinkylanratsastuskoulu.fi,+358 9 728 5128
41116,"Latokartanon peruskoulu, Leskirouva Freytaginkuja 9 / Liikuntasali",,Leskirouva Freytaginkuja 9,00790,,SELF_PRODUCED,60.231358,25.032782,https://www.hel.fi/peruskoulut/fi/koulut/latokartanon-peruskoulu,+358 9 310 86615
41117,Laajasuon liikuntapuisto / Ulkokuntosali,Laajasuo sports park / Outdoor exercise,Poutunkuja 8,00400,,SELF_PRODUCED,60.222935,24.89823,,+358 9 310 87703
41118,Maunulan liikuntahalli / Sisäampumarata,Maunula sporthall / Shooting range,Maunulanmäki 3-5,00630,,SELF_PRODUCED,60.228752,24.930616,,+358 9 310 49004
41120,Pihlajasaaren kenttä / Rantafutis - ja käsipallokenttä,,Pihlajasaari ,00150,,SELF_PRODUCED,60.139935,24.916677,,+358 9 310 71506
41123,Katajanokan venesatama (KNV Ry),,Laivastokatu 3,00160,,OTHER_PRODUCTION_METHOD,60.169636,24.965757,http://www.knvry.fi/,+358 400 445 960
41129,Tapanilan Urheilukeskus / Salibandyhalli,,"Erätie 3, rakennus C",00730,,OTHER_PRODUCTION_METHOD,60.265156,25.016615,http://www.tapanilanurheilu.fi,+358 9 350 7077
41130,Herttoniemenrannan liikuntapuisto / Beachvolleykenttä,Herttoniemenranta sports park / Volleyball court,Paasivaarankatu 9,00810,,SELF_PRODUCED,60.189827,25.028685,,+358 9 310 87898
41135,Vesalan liikuntapuisto / Tekonurmikenttä 2,Vesala sports park / Artificial turf 2,Kontulankaari 15 (Lampipolku 2),00940,,SELF_PRODUCED,60.24403,25.081308,,+358 9 310 28515
41136,Hoplaxskolan (Munksnäs högstadieskola) / Liikuntasali,,Solnantie 18-20,00330,,SELF_PRODUCED,60.19582,24.877106,https://www.hel.fi/sv/fostran-och-utbildning/hoplaxskolan,+358 9 310 80952
41139,Katajanokan ala-asteen koulu / Hiekkakenttä,,Laivastokuja 6,00160,,SELF_PRODUCED,60.167603,24.969667,https://www.hel.fi/peruskoulut/fi/koulut/katajanokan-ala-aste,+358 9 310 80313
41142,Leikkipuisto Trumpetti / Koripallokenttä,,Trumpettikuja ,00420,,SELF_PRODUCED,60.237164,24.868073,https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-trumpetti,
41145,Leikkipuisto Tuorinniemi / Hiekkakenttä 2,,Linnanrakentajantie ,00810,,SELF_PRODUCED,60.18682,25.041597,https://www.hel.fi/kaupunkiymparisto/fi/,+358 9 310 1691
41148,Maatullin ala-asteen koulu / Luistelukenttä,,Kimnaasipolku 5,00750,,SELF_PRODUCED,60.274147,25.026253,https://www.hel.fi/peruskoulut/fi/koulut/maatullin-ala-aste/,+358 9 310 82825
41149,Metsolan ala-asteen koulu / Koripallokenttä,,Kansantie 1,00680,,SELF_PRODUCED,60.241776,24.96132,https://www.hel.fi/fi/kasvatus-ja-koulutus/metsolan-ala-asteen-koulu,+358 50 401 3757
41150,Pohjoisranta 3 / Venesatama,Pohjoisranta 3 boat harbour,Pohjoisranta 3,00170,,SELF_PRODUCED,60.172153,24.961077,,
41151,Pukinmäen liikuntapuisto / Koripallokenttä 1,Puistola sports park / Basketball court 1,Kenttätie 3,00720,,SELF_PRODUCED,60.24913,24.994925,,+358 9 310 87981
41152,Eläintarhan skeittipuisto (Micropolis skeittipuisto),,Nordenskiöldinkatu 20,00250,,SELF_PRODUCED,60.19178,24.928308,https://www.hel.fi/helsinki/fi/kulttuuri-ja-vapaa-aika/liikunta/ulkoliikuntapaikat/elaintarhan-skeittipuisto,+358 9 310 87866
41153,Hertsikan ala-asteen koulu (Ahmatie) / Minikoripallokenttä,,Ahmatie 1,00800,,SELF_PRODUCED,60.203407,25.035429,https://www.hel.fi/fi/kasvatus-ja-koulutus/hertsikan-ala-asteen-koulu,+358 9 310 82621
41154,Karjakaivon ulkoilualue / Valkialampi,,Meerlammentie ,02820,,SELF_PRODUCED,60.29605,24.59817,https://www.hel.fi/fi/kulttuuri-ja-vapaa-aika/ulkoilu-puistot-ja-luontokohteet/ulkoilualueet/karjakaivon-ulkoilualue,
41156,Kumpulan maauimala / Beachvolleykenttä,Kumpula outdoor swimming pool / Beachvolley court,Allastie 5,00560,,SELF_PRODUCED,60.2076,24.957432,,+358 9 310 1691
41157,Pikku Kallahden venesatama (VVK),,Kalkkihiekantori 5,00980,,OTHER_PRODUCTION_METHOD,60.200016,25.137627,http://www.vuosaarenvenekerho.fi,
41159,Tapulikaupungin liikuntapuisto / Tekonurmikenttä,Tapulikaupunki sports park / Artificial turf,Parmaajantie 3,00750,,SELF_PRODUCED,60.27332,25.018255,,+358 9 310 28680
41160,Talin keilahalli,,Huopalahdentie 28,00350,,OTHER_PRODUCTION_METHOD,60.21022,24.878738,http://www.bowling.fi/tali/talin-keilahalli,+358 44 700 4301
41162,Helmi Center / Liikuntahalli,,Latokartanontie 12,00700,,OTHER_PRODUCTION_METHOD,60.246376,25.014915,https://perho.fi/yhteystiedot-henkilosto/helmi-center/,+358 400 230 388
41163,Prime Fighters Ry / Kamppalulajien sali,,Mekaanikonkatu 15,00880,,OTHER_PRODUCTION_METHOD,60.20284,25.048618,http://www.primefighters.fi,+358 40 505 3169
41165,Puistolan liikuntapuisto / Koripallokenttä,Puistola sports park / Basketball court,Karjuniitynkuja 3,00760,,SELF_PRODUCED,60.266796,25.053452,,+358 9 310 87120
41167,Merisatamanranta / Koripallokenttä,,Merisatamanranta 12,00150,,SELF_PRODUCED,60.153976,24.939302,https://www.hel.fi/fi/paatoksenteko-ja-hallinto/kaupungin-organisaatio/toimialat/kaupunkiympariston-toimiala,+358 9 310 1691
41168,Uimastadion / Pöytätennisalue,Swimming Stadium / Table tennis area,Hammarskjöldintie 5,00250,,SELF_PRODUCED,60.188988,24.930506,https://liikunta.hel.fi/fi,
41170,Jakomäen liikuntapuisto / Tekonurmikenttä,Jakomäki sports park / Artificial turf field,Huokotie 5,00770,,SELF_PRODUCED,60.261383,25.080202,,+358 9 310 87120
41171,Kivikon liikuntapuisto / Koiraurheilualue (Agility),,Savikiekontie 6,00940,,OTHER_PRODUCTION_METHOD,60.238735,25.055208,https://palvelukartta.hel.fi/unit/45641,
41172,Vuosaari Golf / Golfkenttä,,Eteläreimarintie 9,00980,,OTHER_PRODUCTION_METHOD,60.2109,25.166609,http://www.vuosaarigolf.fi,+358 29 370 0266
41173,Etelä-Haagan kenttä / Hiekkakenttä,Etelä-Haaga sports field / Sand field,Kylänevankuja 3,00320,,SELF_PRODUCED,60.215523,24.893162,,+358 9 310 87703
41174,Merisatamanlaituri / Vesiliikennelaituri,,Merisatamanranta 8,00150,,SELF_PRODUCED,60.154545,24.946365,,
41176,Helsingin jäähalli,,Nordenskiöldinkatu 11-13,00250,,SELF_PRODUCED,60.18929,24.922352,http://www.helsinginjaahalli.fi,+358 9 477 7110
41177,Arctic Gym / Kuntosali,,Savikiekontie 4 (2. krs),00940,,OTHER_PRODUCTION_METHOD,60.238453,25.05237,http://www.arcticgym.fi,+358 50 331 0992
41178,Laajasalon liikuntapuisto / Yleisurheilukenttä,Laajasalo sports park / Range of athletics,Sarvastonkaari 23,00840,,SELF_PRODUCED,60.176033,25.059927,,+358 9 310 71534
